Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
FDW58,OUT049,1649.2997859999994
FDW14,OUT017,1435.9121343750003
NCN55,OUT010,584.7577647727271
FDQ58,OUT017,2649.1102324324333
FDY38,OUT027,6280.890879999999
FDH56,OUT046,1922.1493817142857
FDL48,OUT018,713.8586545454549
FDC48,OUT027,2517.8820884848496
FDN33,OUT045,1879.2570116129032
FDA36,OUT017,2752.9709346534646
FDT44,OUT017,1922.1493817142857
FDQ56,OUT045,1435.9121343750003
NCC54,OUT019,584.7577647727271
FDU11,OUT049,2142.7435709401707
DRL59,OUT013,713.8586545454549
FDM24,OUT049,2286.413267368421
FDI57,OUT045,3130.004904950495
DRC12,OUT018,2893.8398258992806
NCM42,OUT027,3242.0620715328487
FDA46,OUT010,482.6995426229507
FDA31,OUT013,2778.589317525773
NCJ31,OUT035,3737.2957751824806
FDG52,OUT046,798.2176035398231
NCL19,OUT019,281.48208181818177
FDS10,OUT035,3384.108064242424
FDX22,OUT010,584.7577647727271
NCF19,OUT035,798.2176035398231
NCE06,OUT046,2503.5013364485985
DRC27,OUT046,3643.5197259842516
FDE21,OUT035,1922.1493817142857
NCR42,OUT019,92.67548155339804
FDX51,OUT018,2893.8398258992806
NCR06,OUT018,507.046403669725
FDU31,OUT027,5329.314724444444
FDU59,OUT017,2503.5013364485985
FDR03,OUT027,5329.314724444444
FDS49,OUT027,2517.8820884848496
FDD48,OUT010,281.48208181818177
NCF18,OUT017,2939.348476190474
NCD43,OUT027,2517.8820884848496
NCD54,OUT018,1752.2524400000002
FDY19,OUT010,281.48208181818177
NCY54,OUT017,2778.589317525773
NCL19,OUT018,2232.8470218487396
FDP23,OUT010,584.7577647727271
FDC26,OUT013,1649.2997859999994
FDR14,OUT010,165.91858165137614
NCS41,OUT035,3384.108064242424
FDF41,OUT035,3737.2957751824806
FDU34,OUT046,1987.2510486486474
DRH11,OUT046,935.0323883040934
FDM03,OUT013,1461.8437959999999
FDS31,OUT017,3384.108064242424
FDJ20,OUT017,2142.7435709401707
FDV44,OUT027,5329.314724444444
FDG02,OUT049,2752.9709346534646
FDA09,OUT013,3259.5620849056622
FDT04,OUT013,507.046403669725
FDL58,OUT019,584.7577647727271
FDE52,OUT045,1435.9121343750003
FDW12,OUT035,2286.413267368421
FDL51,OUT017,3643.5197259842516
NCY42,OUT027,3242.0620715328487
FDR07,OUT017,1573.0706258064513
FDN40,OUT045,2286.413267368421
FDB35,OUT027,2517.8820884848496
FDA22,OUT017,2286.413267368421
NCL06,OUT046,4034.300306896552
FDI35,OUT013,3384.108064242424
NCW42,OUT045,4340.218358415841
NCX06,OUT049,2778.589317525773
FDC37,OUT027,2517.8820884848496
FDZ14,OUT018,1752.2524400000002
DRG49,OUT049,3454.0625591549287
NCG06,OUT045,4034.300306896552
DRC36,OUT045,3259.5620849056622
FDV21,OUT019,281.48208181818177
FDB53,OUT046,3053.0998777777795
DRP47,OUT019,584.7577647727271
FDA14,OUT013,3053.0998777777795
DRC24,OUT035,2644.4778427083324
FDW21,OUT018,1372.6884907407407
NCH29,OUT046,1682.2122382352939
FDU58,OUT013,2893.8398258992806
FDY27,OUT017,2552.0052351851864
FDV56,OUT035,1682.2122382352939
FDT59,OUT046,3945.4325672131167
FDB23,OUT046,3945.4325672131167
