Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
FDW58,OUT049,1573.5904782222528
FDW14,OUT017,1443.2972925902834
NCN55,OUT010,570.4141276519363
FDQ58,OUT017,2509.2509127593453
FDY38,OUT027,5842.580873535708
FDH56,OUT046,1955.6997955258457
FDL48,OUT018,736.5009925725593
FDC48,OUT027,2044.1683899666816
FDN33,OUT045,1538.5391844930743
FDA36,OUT017,3066.324914380692
FDT44,OUT017,1968.2681877762132
FDQ56,OUT045,1429.379258688398
NCC54,OUT019,571.3645771026243
FDU11,OUT049,2007.5847062180792
DRL59,OUT013,840.879711785398
FDM24,OUT049,2500.68096870943
FDI57,OUT045,3098.4514718824707
DRC12,OUT018,3063.8355560706386
NCM42,OUT027,2926.5177413336037
FDA46,OUT010,513.5478036579391
FDA31,OUT013,2849.2268610658252
NCJ31,OUT035,3884.7521622643508
FDG52,OUT046,734.8152602536804
NCL19,OUT019,288.46605491867075
FDS10,OUT035,3016.546925660466
FDX22,OUT010,560.609838986945
NCF19,OUT035,733.9850029442198
NCE06,OUT046,2557.488792941624
DRC27,OUT046,3892.880537594952
FDE21,OUT035,1955.6997955258457
NCR42,OUT019,131.5854796271883
FDX51,OUT018,3063.8355560706386
NCR06,OUT018,668.8192789848271
FDU31,OUT027,5844.302763199845
FDU59,OUT017,2564.976507830338
FDR03,OUT027,5844.302763199845
FDS49,OUT027,1971.0621208474092
FDD48,OUT010,269.9020666427274
NCF18,OUT017,3065.0718265760906
NCD43,OUT027,2868.191928692578
NCD54,OUT018,2136.015311529251
FDY19,OUT010,269.7241054305782
NCY54,OUT017,2849.2268610658252
NCL19,OUT018,2489.9077112031428
FDP23,OUT010,564.470215757209
FDC26,OUT013,1706.3724945016606
FDR14,OUT010,131.5854796271883
NCS41,OUT035,3066.324914380692
FDF41,OUT035,3899.5333307322458
FDU34,OUT046,2010.4033038765238
DRH11,OUT046,963.3178798849802
FDM03,OUT013,1573.5904782222528
FDS31,OUT017,3019.086777668191
FDJ20,OUT017,2007.5847062180792
FDV44,OUT027,5134.608983733283
FDG02,OUT049,3066.324914380692
FDA09,OUT013,2977.296503131471
FDT04,OUT013,717.7347241390256
FDL58,OUT019,567.9189370254647
FDE52,OUT045,1478.5229598820986
FDW12,OUT035,2489.9077112031428
FDL51,OUT017,3647.317309693973
NCY42,OUT027,3015.534492955395
FDR07,OUT017,1541.2749193739273
FDN40,OUT045,2506.9201553258144
FDB35,OUT027,2663.036512860533
FDA22,OUT017,2567.6519630077273
NCL06,OUT046,4082.581442417558
FDI35,OUT013,3019.086777668191
NCW42,OUT045,3753.7403949691957
NCX06,OUT049,2995.5921325469694
FDC37,OUT027,2906.2424832688353
FDZ14,OUT018,2007.5847062180792
DRG49,OUT049,3884.6003608698834
NCG06,OUT045,4029.8712908505363
DRC36,OUT045,2848.451416147008
FDV21,OUT019,280.01790439478367
FDB53,OUT046,2500.68096870943
DRP47,OUT019,567.0785364471756
FDA14,OUT013,2495.250246491285
DRC24,OUT035,2506.9201553258144
FDW21,OUT018,1560.994174587907
NCH29,OUT046,1541.2749193739273
FDU58,OUT013,3066.324914380692
FDY27,OUT017,2865.1634387275276
FDV56,OUT035,1580.5477166690355
FDT59,OUT046,3823.482599478995
FDB23,OUT046,3783.692492906191
FDR49,OUT045,733.9850029442198
FDB03,OUT010,572.1939031750654
FDN39,OUT045,2565.623430284308
FDX02,OUT027,5842.580873535708
FDQ16,OUT027,2900.5932899490035
FDU35,OUT018,1548.553084005797
NCT29,OUT013,2007.5847062180792
FDZ27,OUT046,734.8152602536804
FDN57,OUT017,2020.9395306124654
FDA03,OUT018,2500.68096870943
FDZ36,OUT045,3064.2963816572733
NCU05,OUT013,1466.7414736824749
FDT39,OUT018,2500.68096870943
FDK60,OUT017,1541.2749193739273
FDZ25,OUT017,2702.433918179356
FDG12,OUT046,2007.5847062180792
DRB01,OUT019,507.9248616971173
NCC43,OUT027,5842.580873535708
FDX13,OUT019,563.3725420521058
FDM22,OUT049,846.9344678339844
FDJ03,OUT027,1043.6701369819616
FDU14,OUT018,3822.523879561213
FDB33,OUT010,379.4962593602203
FDP27,OUT046,3065.0718265760906
FDO38,OUT010,159.31389363689814
FDE28,OUT027,5842.580873535708
FDO27,OUT035,1538.5391844930743
DRL23,OUT027,2892.629264973809
FDS28,OUT046,958.4890608134302
FDX24,OUT013,1540.182144372199
FDZ02,OUT035,1541.2749193739273
FDL46,OUT045,1955.6997955258457
FDS60,OUT027,4753.669629120411
NCO06,OUT017,661.5919768011015
FDO16,OUT035,1418.699966026291
FDC60,OUT049,1443.2972925902834
FDA48,OUT018,3540.454401649342
FDZ36,OUT027,5111.380806184254
FDK27,OUT045,2004.7535202516551
FDW23,OUT018,666.1039162574168
FDM14,OUT018,1662.3709625701708
FDM14,OUT013,1575.8596100117843
FDW60,OUT018,2862.674080417474
FDE21,OUT013,1955.6997955258457
NCM42,OUT035,1580.5477166690355
FDY59,OUT010,231.99914125147353
DRI49,OUT049,1339.049748687509
FDT28,OUT019,367.719743506374
FDQ22,OUT018,668.8192789848271
FDR60,OUT049,1280.9128410280257
FDC50,OUT019,237.68096463918252
FDV24,OUT013,2500.68096870943
DRF48,OUT010,493.0588211413459
FDQ47,OUT046,664.0146710757034
DRN36,OUT049,1541.2749193739273
NCY06,OUT035,2013.0172069119849
FDE52,OUT035,1478.5229598820986
NCB54,OUT045,2010.4033038765238
NCF31,OUT035,2506.9201553258144
FDJ08,OUT027,5132.887094069145
NCC07,OUT017,1571.1506598853712
NCD19,OUT027,1245.9242580756666
FDL46,OUT049,1981.282418897897
FDM20,OUT045,3927.492418407644
NCI06,OUT010,456.10693194658234
DRM11,OUT035,4097.466704148564
NCH07,OUT018,2547.402856192426
FDS23,OUT013,2018.3647858807149
FDO49,OUT018,735.3707794264542
