Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
FDW58,OUT049,1649.1914729901796
FDW14,OUT017,1368.2950133239115
NCN55,OUT010,574.4400797697585
FDQ58,OUT017,2464.593511965917
FDY38,OUT027,5846.9921296235
FDH56,OUT046,1938.095333524196
FDL48,OUT018,763.0952568434432
FDC48,OUT027,2132.657063775447
FDN33,OUT045,1520.3654059632763
FDA36,OUT017,3100.616416119243
FDT44,OUT017,1942.2060657360662
FDQ56,OUT045,1361.5279022492466
NCC54,OUT019,575.1176295904195
FDU11,OUT049,2016.296030128779
DRL59,OUT013,854.3593781223555
FDM24,OUT049,2447.343433429807
FDI57,OUT045,3039.6867623428234
DRC12,OUT018,2957.1092225467833
NCM42,OUT027,2912.866269971157
FDA46,OUT010,509.3118834524372
FDA31,OUT013,2873.413140245849
NCJ31,OUT035,3852.389158188022
FDG52,OUT046,783.4925622408091
NCL19,OUT019,289.7050940368654
FDS10,OUT035,2995.332491005991
FDX22,OUT010,567.0536323497397
NCF19,OUT035,757.245141713212
NCE06,OUT046,2545.2939510906713
DRC27,OUT046,3879.9429911282773
FDE21,OUT035,1962.9138293697342
NCR42,OUT019,131.19254709795575
FDX51,OUT018,2991.9032740454154
NCR06,OUT018,611.3354045119488
FDU31,OUT027,5848.465561836632
FDU59,OUT017,2543.599642684766
FDR03,OUT027,5845.388738039489
FDS49,OUT027,2057.2413006083375
FDD48,OUT010,267.11649819180036
NCF18,OUT017,3023.05192776123
NCD43,OUT027,2846.2352928616147
NCD54,OUT018,2092.377543107167
FDY19,OUT010,267.5876017198913
NCY54,OUT017,2885.8740123788534
NCL19,OUT018,2432.244154435954
FDP23,OUT010,573.1141051030685
FDC26,OUT013,1742.247225035377
FDR14,OUT010,131.3723290033547
NCS41,OUT035,3113.9108210054255
FDF41,OUT035,3882.3888596501874
FDU34,OUT046,2043.0359105418145
DRH11,OUT046,959.0647290058805
FDM03,OUT013,1652.8584882247728
FDS31,OUT017,3063.666949224648
FDJ20,OUT017,1998.9340904438955
FDV44,OUT027,5145.066079055655
FDG02,OUT049,3118.299250005369
FDA09,OUT013,2993.2681734486832
FDT04,OUT013,702.8524469362332
FDL58,OUT019,573.3024845752002
FDE52,OUT045,1386.3154050295923
FDW12,OUT035,2482.0732405259087
FDL51,OUT017,3683.3010862061465
NCY42,OUT027,3015.360973466636
FDR07,OUT017,1544.2389802064704
FDN40,OUT045,2465.642221802816
FDB35,OUT027,2700.594133770591
FDA22,OUT017,2529.1331034239556
NCL06,OUT046,4123.464699625738
FDI35,OUT013,3067.8981177328587
NCW42,OUT045,3749.052498273445
NCX06,OUT049,3008.9348663490023
FDC37,OUT027,2882.291468795278
FDZ14,OUT018,1954.5547196369778
DRG49,OUT049,3857.6975588960154
NCG06,OUT045,4076.6054450010997
DRC36,OUT045,2880.2765694493755
FDV21,OUT019,281.3911541410777
FDB53,OUT046,2508.3629371661264
DRP47,OUT019,574.829694026419
FDA14,OUT013,2459.843538887625
DRC24,OUT035,2540.891577955657
FDW21,OUT018,1614.2304237885367
NCH29,OUT046,1546.9093653066166
FDU58,OUT013,3112.0300154123333
FDY27,OUT017,2908.469874507814
FDV56,OUT035,1659.0883152710633
FDT59,OUT046,3837.6117633319773
FDB23,OUT046,3770.008168313729
FDR49,OUT045,757.6516485184464
FDB03,OUT010,575.1176295904195
FDN39,OUT045,2616.3991935535423
FDX02,OUT027,5846.9921296235
FDQ16,OUT027,2879.87940707639
FDU35,OUT018,1554.8866373266098
NCT29,OUT013,2010.302748481244
FDZ27,OUT046,783.8867853688165
FDN57,OUT017,2036.8336028866856
FDA03,OUT018,2427.4518985070445
FDZ36,OUT045,3112.0245202334336
NCU05,OUT013,1399.435517607499
FDT39,OUT018,2391.8815147146506
FDK60,OUT017,1543.0343230104368
FDZ25,OUT017,2793.234877696303
FDG12,OUT046,2078.515485893955
DRB01,OUT019,502.46604970033496
NCC43,OUT027,5846.9921296235
FDX13,OUT019,572.6912823340399
FDM22,OUT049,867.6555982417294
FDJ03,OUT027,1081.1961280038565
FDU14,OUT018,3794.8269274708105
FDB33,OUT010,384.97206879462124
FDP27,OUT046,3117.561741826741
FDO38,OUT010,162.02031514269697
FDE28,OUT027,5846.9921296235
FDO27,OUT035,1519.3763659699307
DRL23,OUT027,2872.333078766462
FDS28,OUT046,958.2488944327175
FDX24,OUT013,1446.0746914868705
FDZ02,OUT035,1538.7706476292942
FDL46,OUT045,1923.1484068850054
FDS60,OUT027,4811.506252687607
NCO06,OUT017,591.105927424258
FDO16,OUT035,1358.9618458544335
FDC60,OUT049,1365.1863888400687
FDA48,OUT018,3458.380168441153
FDZ36,OUT027,5143.592646842524
FDK27,OUT045,2042.6713692319995
FDW23,OUT018,602.619541894376
FDM14,OUT018,1686.200467784117
FDM14,OUT013,1654.1875455432353
FDW60,OUT018,2854.7435997347634
FDE21,OUT013,1973.1896169918898
NCM42,OUT035,1659.1457429622656
FDY59,OUT010,228.46052188812197
DRI49,OUT049,1309.4891577188737
FDT28,OUT019,366.6266222270338
FDQ22,OUT018,603.1992058634701
FDR60,OUT049,1281.519415171801
FDC50,OUT019,237.04596215015715
FDV24,OUT013,2408.644888662635
DRF48,OUT010,491.89565993670846
FDQ47,OUT046,638.7694927244345
DRN36,OUT049,1538.2903780612626
NCY06,OUT035,2017.2126391170066
FDE52,OUT035,1385.645324676596
NCB54,OUT045,2012.4869608736672
NCF31,OUT035,2487.855652232395
FDJ08,OUT027,5151.20887735305
NCC07,OUT017,1650.754142745239
NCD19,OUT027,1251.4107959797843
FDL46,OUT049,1984.789203053564
FDM20,OUT045,4041.4038312425732
NCI06,OUT010,449.61014774465156
DRM11,OUT035,4217.020378116536
NCH07,OUT018,2497.7052053737284
FDS23,OUT013,2031.529654275813
FDO49,OUT018,762.6309022393075
FDS35,OUT049,1068.0453211675306
DRK39,OUT045,1339.512099815519
DRI39,OUT049,901.233846309335
FDV04,OUT017,2518.7375672335074
NCN14,OUT035,3052.114747466077
FDH08,OUT013,3767.878386952407
FDS20,OUT046,3139.0918877123318
FDV40,OUT049,1131.562688716253
FDZ48,OUT010,258.6011178445497
FDS24,OUT027,2558.090125626155
FDK44,OUT049,2868.170030281476
FDS48,OUT045,2528.5150829853596
FDK26,OUT010,492.2228094686356
FDD23,OUT045,3098.0756735072455
NCH54,OUT017,2592.346836513096
NCP14,OUT010,241.0900518722713
FDM60,OUT010,131.19254709795575
FDV24,OUT017,2451.183972570047
FDH08,OUT018,3535.6626843966164
FDS12,OUT027,2996.661689884737
FDR39,OUT027,4847.250069320226
FDP12,OUT027,1000.1679856639836
DRF60,OUT027,5848.465561836632
FDC09,OUT035,1648.6900062558693
FDF50,OUT018,3028.826327539807
FDG28,OUT035,4045.8666060320447
NCE19,OUT017,870.8277713881921
NCM53,OUT010,248.53538169484872
NCN18,OUT049,1724.5729863501786
FDF32,OUT035,3112.4738480896094
FDF11,OUT013,3963.6634872490627
DRI59,OUT049,3788.568387637842
NCG54,OUT035,2789.0480416840874
FDM44,OUT046,1637.7506036371062
FDT57,OUT018,3613.8811382458434
FDV24,OUT046,2454.7317883119604
FDI50,OUT019,572.942237376933
FDS09,OUT035,772.2729263580964
NCC31,OUT027,4085.614961304349
FDQ07,OUT019,575.080649069312
FDC22,OUT017,3121.423438889819
FDZ56,OUT046,2790.8500785577908
FDZ40,OUT019,131.19254709795575
FDS46,OUT027,2949.170192736798
DRD24,OUT045,2061.505334114193
FDV45,OUT017,3081.520020404995
FDL26,OUT045,2526.9048287968176
FDA56,OUT018,2001.428616200005
FDN27,OUT046,1981.3398527714057
FDM20,OUT049,3982.2025278186375
FDO16,OUT017,1337.1590529112693
FDL03,OUT035,3009.3765047871734
FDE58,OUT046,1955.587121615858
FDI02,OUT027,2931.325654577986
NCC55,OUT019,131.19254709795575
FDR03,OUT018,3281.0612540377724
FDB14,OUT017,1432.0192999649933
FDR45,OUT013,3975.9360407768695
NCN07,OUT017,2045.6481329765732
FDM51,OUT019,250.68140263300677
FDT52,OUT027,5848.465561836632
FDL26,OUT046,2508.1273029258273
NCZ42,OUT046,3917.5875242247776
DRI47,OUT019,368.8950164252386
FDW40,OUT013,2068.075702631822
FDN34,OUT046,2782.5687974823254
FDS01,OUT035,2951.88984855737
NCG55,OUT045,1937.6761797829397
FDC11,OUT035,1364.0090152223017
FDX35,OUT018,3495.7458875334846
NCB06,OUT046,2585.5990595397607
FDR09,OUT019,574.8666745475264
FDC53,OUT017,1545.2534449131092
FDY45,OUT013,4095.7204484733693
FDA22,OUT010,384.75330939934975
FDE02,OUT035,1518.2148376680793
FDW21,OUT045,1630.4948310406419
FDV34,OUT046,1172.5384371029568
FDS59,OUT049,1655.1519180992916
NCW17,OUT017,2064.883855840944
NCK54,OUT046,1970.8034713855616
FDG17,OUT019,573.5123727507976
FDG35,OUT017,2878.140476648875
FDD08,OUT010,131.19254709795575
NCO07,OUT017,3662.8725429910946
FDJ10,OUT010,279.52193433767354
FDW36,OUT017,1648.1100223995923
FDW21,OUT010,239.9413210737141
FDY19,OUT017,1942.1660083883119
DRE03,OUT013,819.8122049242421
NCC55,OUT049,642.2102895744791
FDH52,OUT010,135.21815424535916
FDO09,OUT017,4069.7967120629914
FDU43,OUT045,3974.3181108364165
FDX09,OUT010,419.9175454246823
FDH40,OUT019,203.58064812520703
FDW58,OUT017,1647.0955576929534
FDC47,OUT017,3756.9441050392593
NCR41,OUT035,1500.3975334005704
DRG49,OUT035,3925.4396592429457
FDC52,OUT027,4067.794814910872
FDY13,OUT046,1179.8198482057448
FDY35,OUT013,719.1229882967903
FDI35,OUT017,3114.1099575524877
NCU18,OUT049,2080.298007894428
FDY33,OUT018,2498.1276493864398
FDC15,OUT027,4187.97937967168
FDU01,OUT049,3053.728538148728
NCU42,OUT046,2792.3459372458415
NCV29,OUT018,2850.183193297445
NCY30,OUT017,3043.862404055754
FDQ46,OUT049,1742.04882808091
FDG58,OUT027,4085.614961304349
FDK33,OUT017,3657.493552594252
NCD07,OUT045,1911.0222189737387
NCX29,OUT027,4010.4833755126265
NCT42,OUT013,2420.0178759136593
DRN59,OUT035,752.795509652185
FDI44,OUT035,1287.0019970425994
FDA45,OUT049,2857.0670306752854
FDP31,OUT045,1067.4853819464615
FDY01,OUT046,1936.2855023928641
FDT09,OUT018,2034.1918967055055
DRH03,OUT027,2814.1139138062817
FDA36,OUT018,3021.345351624989
NCF31,OUT017,2462.996387947651
FDG14,OUT049,2457.5986102069214
FDG28,OUT027,5848.465561836632
FDU14,OUT049,4086.0286400503524
FDY47,OUT019,286.58330923182444
FDI56,OUT049,1382.534565974828
DRD01,OUT013,1016.6282288370328
FDM22,OUT046,957.9317116462198
FDH33,OUT013,711.3473340256477
DRZ24,OUT013,1953.309712144983
NCQ38,OUT046,1648.5168630770966
FDO16,OUT027,2331.9584034712548
FDU07,OUT027,4052.1785694134555
NCB07,OUT013,3004.9844595230693
FDU48,OUT045,2022.2870346716122
NCM43,OUT045,2652.751044924762
FDR31,OUT010,365.85424990786504
DRK49,OUT018,605.8527932576575
NCI30,OUT010,575.0471956647306
DRD60,OUT017,3060.2615957566923
NCG19,OUT046,3782.761567344541
FDH12,OUT035,1648.1100223995923
FDM32,OUT035,1423.3470626627375
FDM27,OUT035,2550.6852250301613
NCU53,OUT027,4252.512739538345
NCQ18,OUT046,1571.054824353476
FDS10,OUT013,2912.4040732447284
FDB33,OUT027,4187.97937967168
FDI12,OUT013,1421.495813334409
